Orthogroup	afla	afum	anid	anig
OG0008880	F9C07_2141501	Afu8g00150		
OG0008881	F9C07_2084566			An18g03330
OG0008882	F9C07_2219405			An18g03710
OG0008883	F9C07_11124		AN0215	
OG0008884	F9C07_2280213			An01g08370
OG0008885	F9C07_11284	Afu5g13580		
OG0008886	F9C07_11291, F9C07_1909			
OG0008887	F9C07_2228915		AN3783	
OG0008888	F9C07_2058221	Afu1g17542		
OG0008889	F9C07_2280302			An05g01340
OG0008890	F9C07_2200390			An09g02100
OG0008891	F9C07_2280310			An16g01330
OG0008892	F9C07_11324			An16g01310
OG0008893	F9C07_11326			An12g02900
OG0008894	F9C07_2280316			An02g00950
OG0008895	F9C07_2085027			An05g01200
OG0008896	F9C07_2228995		AN5609	
OG0008897	F9C07_2280372	Afu3g00530		
OG0008898	F9C07_11404			An13g03080
OG0008899	F9C07_11420			An01g14900
OG0008900	F9C07_11436, F9C07_1720487			
OG0008901	F9C07_2092693, F9C07_2280416			
OG0008902	F9C07_4164		AN3880	
OG0008903	F9C07_11466, F9C07_4176			
OG0008904	F9C07_2286863, F9C07_4185			
OG0008905	F9C07_4199			An09g03840
OG0008906	F9C07_4201	Afu4g02805		
OG0008907	F9C07_2064243		AN0760	
OG0008908	F9C07_4259		AN3293	
OG0008909	F9C07_1365606		AN12326	
OG0008910	F9C07_4287		AN6455	
OG0008911	F9C07_2281402	Afu3g01510		
OG0008912	F9C07_2110112, F9C07_4296			
OG0008913	F9C07_4378		AN11799	
OG0008914	F9C07_2281492		AN12234	
OG0008915	F9C07_4413			An07g00090
OG0008916	F9C07_2148436			An11g07720
OG0008917	F9C07_2074045, F9C07_2281566			
OG0008918	F9C07_4487		AN12297	
OG0008919	F9C07_4502	Afu4g00290		
OG0008920	F9C07_2281590			An16g02640
OG0008921	F9C07_2281600	Afu4g03350		
OG0008922	F9C07_4521			An07g01130
OG0008923	F9C07_2281613	Afu3g02850		
OG0008924	F9C07_2281617	Afu8g05790		
OG0008925	F9C07_2281621			An08g10980
OG0008926	F9C07_4586	Afu2g00980		
OG0008927	F9C07_2281659			An04g10250
OG0008928	F9C07_1382355		AN3280	
OG0008929	F9C07_4640			An16g01300
OG0008930	F9C07_1386714		AN12047	
OG0008931	F9C07_4694, F9C07_6399			
OG0008932	F9C07_2281751			An16g06670
OG0008933	F9C07_2201701	Afu1g15980		
OG0008934	F9C07_2201724		AN3237	
OG0008935	F9C07_1396399		AN1716	
OG0008936	F9C07_2242644	Afu3g02260		
OG0008937	F9C07_4886			An01g01840
OG0008938	F9C07_2104745		AN10477	
OG0008939	F9C07_4898			An01g06720
OG0008940	F9C07_2150701	Afu4g07270		
OG0008941	F9C07_5050			An04g01180
OG0008942	F9C07_5100			An12g05290
OG0008943	F9C07_2282126			An04g00010
OG0008944	F9C07_1428187		AN8290	
OG0008945	F9C07_7039			An15g03500
OG0008946	F9C07_2231073	Afu2g14830		
OG0008947	F9C07_2282198		AN11157	
OG0008948	F9C07_2242943	Afu4g02730		
OG0008949	F9C07_7080	Afu4g02770		
OG0008950	F9C07_7081	Afu4g02780		
OG0008951	F9C07_2151785	Afu4g02800		
OG0008952	F9C07_1437445	Afu5g11250		
OG0008953	F9C07_7190	Afu2g02930		
OG0008954	F9C07_2231247, F9C07_2276990			
OG0008955	F9C07_1459226			An15g06270
OG0008956	F9C07_7423	Afu1g17500		
OG0008957	F9C07_2282603			An02g05630
OG0008958	F9C07_7553			An06g02070
OG0008959	F9C07_2282635	Afu3g13640		
OG0008960	F9C07_7593			An16g00430
OG0008961	F9C07_2282662			An02g05140
OG0008962	F9C07_7661			An09g00960
OG0008963	F9C07_2282710		AN1804	
OG0008964	F9C07_2202291			An08g01430
OG0008965	F9C07_2282716			An14g03070
OG0008966	F9C07_7705		AN10935	
OG0008967	F9C07_7706	Afu8g00790		
OG0008968	F9C07_2282762			An16g04250
OG0008969	F9C07_2282764	Afu4g00900		
OG0008970	F9C07_7761		AN6804	
OG0008971	F9C07_2231745		AN0029	
OG0008972	F9C07_7791		AN7809	
OG0008973	F9C07_2231779		AN7811	
OG0008974	F9C07_2282819		AN7817	
OG0008975	F9C07_2282840, F9C07_6954			
OG0008976	F9C07_7832		AN11220	
OG0008977	F9C07_2284250			An14g04260
OG0008978	F9C07_6939			An06g00900
OG0008979	F9C07_6896	Afu1g00660		
OG0008980	F9C07_6885			An04g09910
OG0008981	F9C07_2233554			An14g07400
OG0008982	F9C07_1612303			An03g04900
OG0008983	F9C07_6854	Afu2g01600		
OG0008984	F9C07_1611198			An14g03340
OG0008985	F9C07_2284372	Afu1g14140		
OG0008986	F9C07_6805	Afu5g08180		
OG0008987	F9C07_6796	Afu5g08080		
OG0008988	F9C07_6754			An16g06260
OG0008989	F9C07_6747	Afu3g01050		
OG0008990	F9C07_1626375			An02g10040
OG0008991	F9C07_2284450		AN8387	
OG0008992	F9C07_1628339			An09g03290
OG0008993	F9C07_2203677	Afu8g00730		
OG0008994	F9C07_2070706	Afu8g01630		
OG0008995	F9C07_2284504	Afu6g00550		
OG0008996	F9C07_1633723			An04g06830
OG0008997	F9C07_2213858		AN10628	
OG0008998	F9C07_6640			An07g00350
OG0008999	F9C07_2162134	Afu6g00250		
OG0009000	F9C07_2284545		AN7075	
OG0009001	F9C07_6603		AN7072	
OG0009002	F9C07_6573		AN1649	
OG0009003	F9C07_6570		AN3218	
OG0009004	F9C07_2284606			An14g01270
OG0009005	F9C07_2070851			An14g01253
OG0009006	F9C07_1637328		AN0324	
OG0009007	F9C07_2203801		AN8996	
OG0009008	F9C07_2284627		AN2705	
OG0009009	F9C07_2162436			An02g00580
OG0009010	F9C07_1641037		AN12154	
OG0009011	F9C07_6430		AN4345	
OG0009012	F9C07_2284695		AN0322	
OG0009013	F9C07_1641420			An03g00490
OG0009014	F9C07_1641590	Afu5g10130		
OG0009015	F9C07_2284721			An11g04020
OG0009016	F9C07_6376		AN3959	
OG0009017	F9C07_2284746			An12g10030
OG0009018	F9C07_1643312			An01g02270
OG0009019	F9C07_6334		AN2220	
OG0009020	F9C07_2234050	Afu5g07160		
OG0009021	F9C07_6286			An01g06730
OG0009022	F9C07_1647934	Afu7g08560		
OG0009023	F9C07_6267	Afu5g06620		
OG0009024	F9C07_6257	Afu3g03620		
OG0009025	F9C07_6256	Afu3g03610		
OG0009026	F9C07_6191		AN6592	
OG0009027	F9C07_2108110			An16g05280
OG0009028	F9C07_1671311		AN12121	
OG0009029	F9C07_2204097		AN10829	
OG0009030	F9C07_1675982		AN8292	
OG0009031	F9C07_1675989		AN1404	
OG0009032	F9C07_8598	Afu3g04250		
OG0009033	F9C07_2285026			An19g00340
OG0009034	F9C07_8638			An19g00330
OG0009035	F9C07_2234345			An19g00320
OG0009036	F9C07_2234375			An01g00500
OG0009037	F9C07_2070332		AN1584	
OG0009038	F9C07_8694		AN7121	
OG0009039	F9C07_8703			An09g01710
OG0009040	F9C07_11600, F9C07_8733			
OG0009041	F9C07_8756	Afu2g17410		
OG0009042	F9C07_8786	Afu6g02215		
OG0009043	F9C07_2234602	Afu2g03470		
OG0009044	F9C07_9014			An18g02030
OG0009045	F9C07_9021		AN0068	
OG0009046	F9C07_1716676			An03g02230
OG0009047	F9C07_9146			An03g02240
OG0009048	F9C07_2166274		AN8650	
OG0009049	F9C07_2259986	Afu7g05150		
OG0009050	F9C07_2285510		AN8362	
OG0009051	F9C07_1719353			An16g00470
OG0009052	F9C07_9264	Afu5g13995		
OG0009053	F9C07_9321			An09g00580
OG0009054	F9C07_2285620		AN8458	
OG0009055	F9C07_2214903			An11g00310
OG0009056	F9C07_2124799			An13g01660
OG0009057	F9C07_2224772		AN12086	
OG0009058	F9C07_9385		AN9290	
OG0009059	F9C07_2276639			An18g01140
OG0009060	F9C07_2206469, F9C07_2226865			
OG0009061	F9C07_9394	Afu2g09580		
OG0009062	F9C07_9414	Afu3g14915		
OG0009063	F9C07_9421			An03g02270
OG0009064	F9C07_9423			An01g13620
OG0009065	F9C07_2276670	Afu5g01620		
OG0009066	F9C07_2276674			An14g02090
OG0009067	F9C07_9447		AN3512	
OG0009068	F9C07_2276693	Afu5g01260		
OG0009069	F9C07_9473			An09g00830
OG0009070	F9C07_9474			An12g04380
OG0009071	F9C07_9489	Afu8g00820		
OG0009072	F9C07_1178350		AN8266	
OG0009073	F9C07_2054598	Afu6g10200		
OG0009074	F9C07_2276744			An15g07930
OG0009075	F9C07_9515		AN2777	
OG0009076	F9C07_2276754		AN2780	
OG0009077	F9C07_2276758		AN6950	
OG0009078	F9C07_2053783			An12g06730
OG0009079	F9C07_2099041			An12g06740
OG0009080	F9C07_2276768			An18g01000
OG0009081	F9C07_2276779	Afu1g17630		
OG0009082	F9C07_1676, F9C07_9555			
OG0009083	F9C07_2276792	Afu6g11680		
OG0009084	F9C07_1180847, F9C07_1669			
OG0009085	F9C07_1180942		AN7110	
OG0009086	F9C07_2276819			An09g05590
OG0009087	F9C07_2054963		AN2643	
OG0009088	F9C07_9681	Afu5g02330		
OG0009089	F9C07_2276893			An08g04740
OG0009090	F9C07_9682			An07g05710
OG0009091	F9C07_2276913	Afu1g16130		
OG0009092	F9C07_2276919	Afu3g01180		
OG0009093	F9C07_9745			An04g03010
OG0009094	F9C07_2276946	Afu7g06370		
OG0009095	F9C07_2126055		AN0533	
OG0009096	F9C07_9773		AN11812	
OG0009097	F9C07_9785		AN9353	
OG0009098	F9C07_2126478		AN3922	
OG0009099	F9C07_9860			An05g02460
OG0009100	F9C07_1288065, F9C07_9920			
OG0009101	F9C07_1196365	Afu7g08640		
OG0009102	F9C07_2099463		AN7532	
OG0009103	F9C07_2197996	Afu7g06120		
OG0009104	F9C07_2225567, F9C07_3095			
OG0009105	F9C07_2277380			An14g07170
OG0009106	F9C07_1234422	Afu6g07600		
OG0009107	F9C07_2277420			An18g01550
OG0009108	F9C07_2883			An15g02200
OG0009109	F9C07_1245445			An11g03570
OG0009110	F9C07_2716		AN0786	
OG0009111	F9C07_2697	Afu3g02470		
OG0009112	F9C07_1259427	Afu4g00110		
OG0009113	F9C07_2198383			An16g03700
OG0009114	F9C07_2277715			An08g11060
OG0009115	F9C07_2485	Afu4g14110		
OG0009116	F9C07_2479, F9C07_2480			
OG0009117	F9C07_2470		AN11685	
OG0009118	F9C07_2277843			An02g07630
OG0009119	F9C07_2405			An02g08170
OG0009120	F9C07_2277880			An02g08160
OG0009121	F9C07_2345			An09g00700
OG0009122	F9C07_2258	Afu1g04130		
OG0009123	F9C07_2217		AN4029	
OG0009124	F9C07_2100476			An15g00820
OG0009125	F9C07_2204			An15g00830
OG0009126	F9C07_2278201	Afu8g06810		
OG0009127	F9C07_2011			An11g05060
OG0009128	F9C07_2278296			An15g07200
OG0009129	F9C07_1908		AN5319	
OG0009130	F9C07_1907, F9C07_2253424			
OG0009131	F9C07_2278305			An16g04040
OG0009132	F9C07_2278349			An14g06100
OG0009133	F9C07_1842, F9C07_2239221			
OG0009134	F9C07_1826	Afu4g00980		
OG0009135	F9C07_2278391	Afu2g12690		
OG0009136	F9C07_2278400		AN2841	
OG0009137	F9C07_2278436			An16g07710
OG0009138	F9C07_2278443			An04g04390
OG0009139	F9C07_1738			An13g01760
OG0009140	F9C07_2226827			An18g00680
OG0009141	F9C07_1709		AN3474	
OG0009142	F9C07_2166703, F9C07_7846			
OG0009143	F9C07_2285633			An06g00410
OG0009144	F9C07_7855	Afu6g03440		
OG0009145	F9C07_1724314	Afu6g09700		
OG0009146	F9C07_7878	Afu6g09690		
OG0009147	F9C07_7885	Afu1g03160		
OG0009148	F9C07_2285699		AN6801	
OG0009149	F9C07_7930	Afu7g05180		
OG0009150	F9C07_7933	Afu3g03020		
OG0009151	F9C07_2285729		AN11908	
OG0009152	F9C07_2285737			An16g00140
OG0009153	F9C07_1729336			An01g14650
OG0009154	F9C07_2285743		AN11378	
OG0009155	F9C07_2285749		AN5654	
OG0009156	F9C07_7975		AN0230	
OG0009157	F9C07_2193846		AN11945	
OG0009158	F9C07_2167177		AN5281	
OG0009159	F9C07_2109042		AN8518	
OG0009160	F9C07_2285786		AN1183	
OG0009161	F9C07_8013			An07g00170
OG0009162	F9C07_8034			An07g00540
OG0009163	F9C07_2285807			An09g00120
OG0009164	F9C07_8041	Afu1g11270		
OG0009165	F9C07_2285811	Afu1g11310		
OG0009166	F9C07_2285813	Afu1g11320		
OG0009167	F9C07_2285815	Afu1g11280		
OG0009168	F9C07_2285848	Afu7g00490		
OG0009169	F9C07_8084			An16g04050
OG0009170	F9C07_8148			An13g01540
OG0009171	F9C07_2235323			An08g04510
OG0009172	F9C07_8190		AN10861	
OG0009173	F9C07_2285962			An08g04050
OG0009174	F9C07_2246671		AN10154	
OG0009175	F9C07_2260915	Afu4g00360		
OG0009176	F9C07_2286161	Afu5g00570		
OG0009177	F9C07_2286170			An07g00200
OG0009178	F9C07_1758508		AN8222	
OG0009179	F9C07_1758459			An19g00300
OG0009180	F9C07_2286184			An03g01230
OG0009181	F9C07_8468			An08g11480
OG0009182	F9C07_8510		AN2621	
OG0009183	F9C07_8511		AN2622	
OG0009184	F9C07_1760905		AN2623	
OG0009185	F9C07_11513, F9C07_2286219			
OG0009186	F9C07_11988			An07g01150
OG0009187	F9C07_1796314			An07g00800
OG0009188	F9C07_2261304			An12g00880
OG0009189	F9C07_11940			An02g13560
OG0009190	F9C07_1799233		AN10597	
OG0009191	F9C07_11920			An18g02790
OG0009192	F9C07_2286480			An08g08910
OG0009193	F9C07_11909, F9C07_1801182			
OG0009194	F9C07_2286495			An16g08130
OG0009195	F9C07_11891			An07g00330
OG0009196	F9C07_11818	Afu3g06630		
OG0009197	F9C07_1807565			An07g00570
OG0009198	F9C07_2075442		AN7788	
OG0009199	F9C07_11763		AN12487	
OG0009200	F9C07_2205354			An07g04810
OG0009201	F9C07_2074160	Afu8g07310		
OG0009202	F9C07_2286657	Afu4g03305		
OG0009203	F9C07_2110061			An01g01030
OG0009204	F9C07_2171890			An12g09530
OG0009205	F9C07_1820677	Afu2g17710		
OG0009206	F9C07_2236243	Afu5g09430		
OG0009207	F9C07_2286782			An10g00060
OG0009208	F9C07_11525			An08g09680
OG0009209	F9C07_1826035			An06g00200
OG0009210	F9C07_11512			An14g02410
OG0009211	F9C07_11468			An03g02300
OG0009212	F9C07_11461			An04g02850
OG0009213	F9C07_1829771			An15g02280
OG0009214		Afu1g00130, Afu7g08460		
OG0009215		Afu1g00270, Afu5g00220		
OG0009216		Afu1g00760, Afu5g14890		
OG0009217		Afu1g00770		An08g12010
OG0009218		Afu1g00880	AN10625	
OG0009219		Afu1g01040		An15g05610
OG0009220		Afu1g01170		An08g09810
OG0009221		Afu1g01210		An01g01310
OG0009222		Afu1g01380		An14g07140
OG0009223		Afu1g01390	AN8157	
OG0009224		Afu1g01410	AN8158	
OG0009225		Afu1g01620		An02g02790
OG0009226		Afu1g04420	AN0456	
OG0009227		Afu1g06510	AN4249	
OG0009228		Afu1g08910	AN5305	
OG0009229		Afu1g10020		An13g03190
OG0009230		Afu1g10030	AN3263	
OG0009231		Afu1g11390		An14g07260
OG0009232		Afu1g13080		An08g06070
OG0009233		Afu1g13400	AN0677	
OG0009234		Afu1g15990, Afu5g14865		
OG0009235		Afu1g16010, Afu1g16020		
OG0009236		Afu1g16090, Afu5g15000		
OG0009237		Afu1g16430	AN6473	
OG0009238		Afu1g16564	AN11896	
OG0009239		Afu1g17080	AN0626	
OG0009240		Afu1g17310	AN2814	
OG0009241		Afu1g17540	AN8319	
OG0009242		Afu2g05290	AN3976	
OG0009243		Afu2g07460	AN5806	
OG0009244		Afu2g12340		An02g04380
OG0009245		Afu2g12680	AN7941	
OG0009246		Afu2g12810, Afu5g13670		
OG0009247		Afu2g12950	AN10802	
OG0009248		Afu2g15090	AN5302	
OG0009249		Afu2g15165		An09g03370
OG0009250		Afu2g17790		An03g00640
OG0009251		Afu2g17970, Afu3g02640		
OG0009252		Afu2g17980		An06g02580
OG0009253		Afu3g00590		An01g09980
OG0009254		Afu3g00670		An07g00905
OG0009255		Afu3g00830		An01g02950
OG0009256		Afu3g00970	AN9310	
OG0009257		Afu3g01090	AN9167	
OG0009258		Afu3g01250	AN6314	
OG0009259		Afu3g01860	AN8924	
OG0009260		Afu3g02140	AN2823	
OG0009261		Afu3g02190	AN3335	
OG0009262		Afu3g02590		An03g05500
OG0009263		Afu3g02740		An01g09870
OG0009264		Afu3g02840		An15g07870
OG0009265		Afu3g03130	AN2322	
OG0009266		Afu3g03380	AN11077	
OG0009267		Afu3g03530	AN2030	
OG0009268		Afu3g03960		An12g05950
OG0009269		Afu3g05470	AN3457	
OG0009270		Afu3g07100		An02g13660
OG0009271		Afu3g07300, Afu5g02260		
OG0009272		Afu3g07400		An02g13230
OG0009273		Afu3g08570		An02g12290
OG0009274		Afu3g11800	AN6763	
OG0009275		Afu3g12040	AN10359	
OG0009276		Afu3g12580	AN3105	
OG0009277		Afu3g12590	AN10376	
OG0009278		Afu3g12600	AN10375	
OG0009279		Afu3g13450	AN3161	
OG0009280		Afu3g13590	AN8128	
OG0009281		Afu3g13660, Afu8g01320		
OG0009282		Afu3g14910, Afu5g00540		
OG0009283		Afu3g15070	AN6259	
OG0009284		Afu3g15240		An04g06280
OG0009285		Afu4g00710	AN7901	
OG0009286		Afu4g00890	AN8307	
OG0009287		Afu4g01170	AN5363	
OG0009288		Afu4g01200	AN9207	
OG0009289		Afu4g01210	AN9206	
OG0009290		Afu4g01270	AN3285	
OG0009291		Afu4g01555	AN7333	
OG0009292		Afu4g02810		An03g02160
OG0009293		Afu4g03560	AN7987	
OG0009294		Afu4g03580, Afu7g05820		
OG0009295		Afu4g04815	AN12057	
OG0009296		Afu4g06085		An04g00350
OG0009297		Afu4g06320	AN4340	
OG0009298		Afu4g07900		An04g02330
OG0009299		Afu4g08715		An18g03880
OG0009300		Afu4g09280		An02g00330
OG0009301		Afu4g09380, Afu6g12140		
OG0009302		Afu4g10560		An04g06110
OG0009303		Afu4g13960		An09g01130
OG0009304		Afu4g14200, Afu8g06060		
OG0009305		Afu4g14360, Afu5g07560		
OG0009306		Afu4g14420	AN6405	
OG0009307		Afu4g14580	AN6447	
OG0009308		Afu4g14735		An14g01225
OG0009309		Afu4g14820, Afu4g14840		
OG0009310		Afu5g00170, Afu7g08390		
OG0009311		Afu5g00800	AN3052	
OG0009312		Afu5g04350	AN4286	
OG0009313		Afu5g07630		An04g09390
OG0009314		Afu5g07760		An15g02680
OG0009315		Afu5g08260		An01g00320
OG0009316		Afu5g09460	AN8813	
OG0009317		Afu5g09960	AN4845	
OG0009318		Afu5g10300	AN11200	
OG0009319		Afu5g10310	AN9221	
OG0009320		Afu5g10320	AN9220	
OG0009321		Afu5g10870	AN10048	
OG0009322		Afu5g12000	AN12227	
OG0009323		Afu5g13420		An14g04890
OG0009324		Afu5g14090	AN1107	
OG0009325		Afu5g14510		An06g02470
OG0009326		Afu5g14530	AN10384	
OG0009327		Afu5g14690	AN5855	
OG0009328		Afu5g14790	AN5843	
OG0009329		Afu5g15090, Afu5g15130		
OG0009330		Afu6g00160		An12g05310
OG0009331		Afu6g00196		An07g06440
OG0009332		Afu6g00570	AN6670	
OG0009333		Afu6g01790	AN8599	
OG0009334		Afu6g01980		An01g00400
OG0009335		Afu6g03025	AN1656	
OG0009336		Afu6g03160		An11g05660
OG0009337		Afu6g03252		An09g00380
OG0009338		Afu6g03370		An18g00230
OG0009339		Afu6g03375	AN7860	
OG0009340		Afu6g05340	AN6488	
OG0009341		Afu6g07000	AN5172	
OG0009342		Afu6g07570	AN1907	
OG0009343		Afu6g09120	AN1765	
OG0009344		Afu6g09770	AN2611	
OG0009345		Afu6g09860		An18g02820
OG0009346		Afu6g10000	AN11866	
OG0009347		Afu6g10180	AN10894	
OG0009348		Afu6g11780		An02g10640
OG0009349		Afu6g11820	AN2356	
OG0009350		Afu6g11930	AN7867	
OG0009351		Afu6g11960	AN7871	
OG0009352		Afu6g12040	AN2892	
OG0009353		Afu6g12200		An07g01450
OG0009354		Afu6g13480		An07g08420
OG0009355		Afu6g13520	AN5444	
OG0009356		Afu6g14630	AN5945	
OG0009357		Afu7g00130		An11g07350
OG0009358		Afu7g00240	AN2612	
OG0009359		Afu7g00560		An10g00020
OG0009360		Afu7g00820		An04g03840
OG0009361		Afu7g00880		An05g01880
OG0009362		Afu7g02410	AN11926	
OG0009363		Afu7g04410		An13g00990
OG0009364		Afu7g04960		An12g10870
OG0009365		Afu7g06140	AN2828	
OG0009366		Afu7g06675		An07g05230
OG0009367		Afu7g06690		An09g02260
OG0009368		Afu7g07030, Afu7g08290		
OG0009369		Afu7g08220		An04g07560
OG0009370		Afu7g08237		An04g07590
OG0009371		Afu7g08620	AN12165	
OG0009372		Afu8g00160	AN10218	
OG0009373		Afu8g00290		An11g08180
OG0009374		Afu8g00350	AN3342	
OG0009375		Afu8g01060	AN3476	
OG0009376		Afu8g01210	AN9128	
OG0009377		Afu8g01300	AN11983	
OG0009378		Afu8g01385		An12g10650
OG0009379		Afu8g01440		An12g02490
OG0009380		Afu8g02220		An09g01510
OG0009381		Afu8g02490		An07g06230
OG0009382		Afu8g03960	AN10206	
OG0009383		Afu8g05130	AN2838	
OG0009384		Afu8g06010		An08g08100
OG0009385		Afu8g06200		An08g11800
OG0009386		Afu8g07120		An03g00500
OG0009387		Afu8g07220		An11g09220
OG0009388		AfuMt00001	AN20005	
OG0009389		AfuMt00010	AN20007	
OG0009390		AfuMt00020	AN20008	
OG0009391		AfuMt00040	AN20010	
OG0009392		AfuMt00050	AN20011	
OG0009393		AfuMt00060	AN20012	
OG0009394		AfuMt00070	AN20013	
OG0009395		AfuMt00080	AN20014	
OG0009396		AfuMt00100	AN20017	
OG0009397		AfuMt00110	AN20018	
OG0009398		AfuMt00120	AN20019	
OG0009399		AfuMt00130	AN20000	
OG0009400		AfuMt00140	AN20001	
OG0009401		AfuMt00150	AN20002	
OG0009402			AN0396, AN5078	
OG0009403			AN5071	An15g05080
OG0009404			AN3262, AN5033	
OG0009405			AN5031	An11g07190
OG0009406			AN12222	An08g09250
OG0009407			AN4621	An16g01600
OG0009408			AN4620	An16g01610
OG0009409			AN4606	An13g02040
OG0009410			AN4427	An04g01400
OG0009411			AN8833	An17g01965
OG0009412			AN12082	An13g02090
OG0009413			AN8778	An13g02100
OG0009414			AN8732	An10g00100
OG0009415			AN12334	An02g08790
OG0009416			AN2633, AN7864	
OG0009417			AN12003, AN3554	
OG0009418			AN7927	An12g02480
OG0009419			AN7938	An01g00850
OG0009420			AN6777, AN7964	
OG0009421			AN7970	An14g04620
OG0009422			AN12008	An12g05430
OG0009423			AN2540, AN8091	
OG0009424			AN6020, AN8094	
OG0009425			AN8136, AN8137	
OG0009426			AN8265	An09g00540
OG0009427			AN4154, AN5159	
OG0009428			AN4143	An14g02490
OG0009429			AN4012	An01g02960
OG0009430			AN12192, AN3979	
OG0009431			AN3975	An16g05930
OG0009432			AN3699	An02g00010
OG0009433			AN3567, AN5508	
OG0009434			AN3520	An04g10140
OG0009435			AN3517, AN8961	
OG0009436			AN0492, AN3514	
OG0009437			AN10920	An01g01480
OG0009438			AN7058	An15g04540
OG0009439			AN6665, AN7531	
OG0009440			AN11015	An02g00080
OG0009441			AN7798	An11g05430
OG0009442			AN11024, AN12376	
OG0009443			AN6301	An02g04310
OG0009444			AN6135	An09g02920
OG0009445			AN6097	An04g10080
OG0009446			AN6584	An15g01155
OG0009447			AN6660, AN6954	
OG0009448			AN11899	An07g02230
OG0009449			AN11817, AN5255	
OG0009450			AN3354, AN9327	
OG0009451			AN12394, AN9351	
OG0009452			AN9372	An01g01210
OG0009453			AN1393	An08g00330
OG0009454			AN12488, AN2921	
OG0009455			AN0940	An01g10940
OG0009456			AN0750	An16g06710
OG0009457			AN0748	An01g00990
OG0009458			AN0548	An12g06250
OG0009459			AN0512, AN9055	
OG0009460			AN0508	An09g00200
OG0009461			AN0402, AN3403	
OG0009462			AN11673, AN9212	
OG0009463			AN9025	An16g06650
OG0009464			AN8997	An11g04230
OG0009465			AN8958	An12g09520
OG0009466			AN12390	An04g06330
OG0009467			AN2024, AN8950	
OG0009468			AN2025, AN8949	
OG0009469			AN11795, AN8933	
OG0009470			AN12239	An03g06770
OG0009471			AN1648	An06g02520
OG0009472			AN11797	An11g02570
OG0009473			AN1958	An04g05783
OG0009474			AN2010	An06g01140
OG0009475			AN2023	An11g07220
OG0009476			AN2075	An04g04680
OG0009477			AN11340	An11g00730
OG0009478			AN11344	An14g03150
OG0009479			AN2553	An16g01410
OG0009480			AN2582	An18g00630
OG0009481			AN3331	An11g10160
OG0009482			AN3213	An14g02630
OG0009483			AN5474, AN8306	
OG0009484			AN8360	An03g01490
OG0009485			AN11871, AN12446	
OG0009486			AN8577	An03g01900
OG0009487			AN12180	An07g10000
OG0009488			AN10651	An07g09005
OG0009489			AN10717	An18g06660
OG0009490			AN10693	An01g07110
OG0009491			AN5540	An15g04060
OG0009492			AN5465	An07g05030
OG0009493			AN5464	An15g07850
OG0009494			AN5425	An07g01710
OG0009495			AN5381	An07g04350
OG0009496			AN10666	An09g03170
OG0009497				An01g01970, An04g02750
OG0009498				An01g05460, An11g00170
OG0009499				An01g06900, An12g02880
OG0009500				An01g10130, An14g05700
OG0009501				An01g11210, An12g10540
OG0009502				An01g11570, An01g11580
